Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
APARTMENT FOR RENT  AT (KASOA-AKWELEY),near loyan international school-ottacity/akweley,Effutu Municipal,Central,2,1,576.0 sqft,Ghana cedis,1800,augustine ,16 Jun 12:59 am,Apartment,we have 99.5% completed 3 stores and 2 bedrooms for rent and it is located at kasoa.
Chamber and Hall at kotobabi,modest filling station,Kotobabi,Accra,1,1,120.0 sqm,Ghana cedis,250,Routour Asrade Ivanov , 3 Jul  6:27 pm,Apartment,A very neat chamber and hall selfcontain in a walled and gated house not far for the main road.
chamber and hall self contain nungua,coco beach,Nungua,Accra,1,1,15.0 sqm,Ghana cedis,350,Tert Khay Properties ,14 Jun  3:25 pm,Apartment,Chamber and hall self contain with kitchen very spacious hall  toilet  bath close to the beach it goes for 350 a year
New 3bed for rent at New Achimota,New Achimota golf area,New Achimota,Accra,3,2,100.0 sqft,Ghana cedis,1800,Sinaman John VERIFIED,14 Jun  3:12 pm,Apartment,Brand new built 3bedroom apartment for rent at New Achimota just behind the golf area and close to the new station. The whole story building is 3bed. So it is only 2 apartment on the compound. Water flow.
Singlerom Self 4rent Buade,Spintex,Spintex,Accra,1,1,1.0 sqft,Ghana cedis,300,Nana Kwame Property Agency ,14 Jun  3:10 pm,Apartment,An executive nice and spacious singleroom selfcontained in an enclosed environment for rent at buade Nungua
Unfurnished Apartment-Dzorwulu,,Other,Accra,3,3,100.0 sqm,Ghana cedis,14700,Properties Portfolio Gh ,14 Jun  2:56 pm,Apartment,A newly built 2/3/4 bedroom apartment homes are up for rent in the plush residential area of Dzorwulu  it is in the serene and secured environment. Furnished and unfurnished rooms are available. Our 2 bedroom starts from the 5th floor to the penthouse. All furnished rooms are ensuite and with in built wardrobes  contemporary bathrooms  ulta modern kitchen with fitted cabinets  gas cooker/ oven  microwave  fridge  washing machine  internet and telephone connections are all in place A large open space area with a dinning hall. Bored on a sunny day? Worry no more  as there is a big swimming pool for your relaxation and exercise as well  there is also an ultra modern gym for keeping fit  there is a big open space for cars. This apartment provides easy access to Accra's financial and business centers with so many offices and schools around. Its just a minute drive to and from the Kotoka International Airport and also the Accra Mall.
2 bedrooms self contain north legon,Wisconsin university north legon,Madina,Accra,2,2,700.0 sqft,Ghana cedis,800,Runtown Agency ,14 Jun  2:11 pm,Apartment,its a lovely executive spacious 2 bedroom self contain with a very large hall   it comes with 2 lovely master bedroom(every bedroom has a toilet and bath)  executive bath rooms  very big clean and modern fitted kitchen with  cabinets up and down and a store room with self meter.it has a very spacious corridor  all rooms are spacious and its in a very big  clean compound  which is walled and gated with only 4 apartments in the compound  its in a very clean and neatly laid out environment which is easily to connect to town through north legon or Agbogba road . 24 7 water flow with reservoir. one year payment will be accepted.  please call or whatsapp for more info or pictures
2 bedroom s/c at ritz adenta,SDA ADENTA,Madina,Accra,2,2,600.0 sqft,Ghana cedis,550,Runtown Agency , 1 Jul 11:37 pm,Apartment,its a lovely executive spacious 2 bedroom self contain with a very large hall   it comes with 1 lovely master bedroom  executive bath rooms  very big clean and modern fitted kitchen with  cabinets up and down and a store room with self meter.it has a very spacious corridor  its in a very clean and neatly laid out environment which is easily to connect to town through agbogba road or adenta road SDA . 24 7 water flow with reservoir. .  please call or whatsapp for more info or pictures
2 bedrooms apartment at Agbogba,Agbogba,Agbogba,Accra,2,2,1.0 sqm,Ghana cedis,1200,Edmark Estate Agency ,14 Jun  1:53 pm,Apartment,its an executive 2 bedrooms apartment at Agbogba  nice location close to the tiled road tiled floor  all the rooms are  en-suite wardrobes in all the rooms  security post  house fully fenced with a gate  paved compound and more its going  for more properties visit
Chamber & Hall S/C. 1yr-East Legon,ARS Junction,East Legon,Accra,1,1,200.0 sqm,Ghana cedis,1000,NOARK ONE AGENCY VERIFIED,14 Jun 12:48 pm,Apartment,An executive chamber amd hall self contained at East legon around ARS for rent one year or more years advance. It has very spacious room with washroom  living area and a dinning. Modern kitchen with cabinet. Sliding doors and windows. Available water and electricity. Pls cal for viewing.
five bedroom flat for rent@Doctor Tawiah,Adietem(ponty int.sch.),Sekondi Takoradi Metropolitan,Western,5,3,100.0 sqft,Ghana cedis,750,Ess-Bow Ventures ,14 Jun 11:10 am,Apartment,*this is a two storey building *it's a gated house *very spacious compound *just two flats  *all rooms are tiled *the hall is very big as well as dinning  *it consists of two master bedrooms *the three rooms will have a common washroom *big kitchen with outlet door to the compound *very big porch  *mechanised bore hole in the house *accessible road
chamba N hal S/C 4rent spintex,spintex,Spintex,Accra,1,1,216.0 sqft,Ghana cedis,400,Big Ghana Properties Consult ,26 Jun  7:26 am,Apartment,Exclusive spacious wall and gated Chamba n hall selfcontain for rent in spintex pls for more options call big Ghana properties consult on
chamber n hall s/c at Teshie Nungua,Teshie Nungua estate,Teshie New Town,Accra,1,1,14.0 sqft,Ghana cedis,370,Tert Khay Properties ,14 Jun 10:52 am,Apartment,Chamber and hall self contain is a storey building newly built first floor it has washroom kitchen and porch the meter is separate
chamber & hall s/c at Achimota,mile 7 t junction,Achimota,Accra,1,1,20.0 sqft,Ghana cedis,300,erik VERIFIED, 2 Jul  1:30 am,Apartment,a chamber and hall with washroom and kitchen gated compound with water flowing and clise to road
Executive apartment at Abgoba,abgoba school junction,Agbogba,Accra,1,1,1.0 sqft,Ghana cedis,1500,mavis ,15 Jun  4:37 pm,Apartment,Executive one room furnished apartment for rent .include leaving room  Dining hall  kitchen and visitors wash room. Air conditioning in bedroom and the hall .contact for details.it for 3 months going
Executive 2bedroom apart  Sakaman,Sakaman,Sakaman,Accra,2,2,200.0 sqm,Ghana cedis,1200,walako VERIFIED,14 Jun 10:06 am,Apartment,Tilled rooms  fitted kitchen  airconditioners  standby generator  24/7Security. etc I do not want to be contacted by telemarketers.
3 bedroom apartment for rent @ Trasacco,Trasacco  Phase 2(East Legon),East Legon,Accra,3,3,70.0 sqm,Ghana cedis,10975,DREC-Agency ,15 Jun  3:08 pm,Apartment,This 3 story building has a 3 unit 3 bedroom suit for habitation for 1 year lease up period  with 24/7 security. The property is fully furnished and has an open plan living and dining area  a closed kitchen  a spacious en-suite master bedroom with a walk in closet and two(2) additional en-suite neat bedrooms. Utilities such as water and electricity all available.
1 room self-contained-Achimota,mile 7 roman church,Achimota,Accra,1,1,132.0 sqft,Ghana cedis,250,erik VERIFIED, 3 Jul  3:23 pm,Apartment,A room with toilet  ath and kitchen on gated compound with water flowing going for cool price
Single room s/c at east legon,closer to papas pizza,East Legon,Accra,1,1,100.0 sqm,Ghana cedis,320,FOCUX HOMES VERIFIED,14 Jun  7:00 am,Apartment,Its spacious room with ac constant water flow prepaid meter and security in the house. CALL NOW
2 bedroom s/c executive-Santamaria,Santamaria,Kwashieman,Accra,2,1,150.0 sqm,Ghana cedis,650,Pejei Consult ,14 Jun  6:36 am,Apartment,2 bedroom s/c executive at Santamaria at 650gh at 2years.neat environment with fully tiled apartment. Wall with gated apartment
2 bedroom s/c 1year at Sowutuom,Santamaria washing bay,Kwashieman,Accra,2,1,150.0 sqm,Ghana cedis,450,Pejei Consult ,14 Jun  6:29 am,Apartment,2 bedroom s/c at 1year at Santamaria Sowutuom highway.
executive 2bed apartment at Dansoman,Dansoman kofi ni Ama,Dansoman,Accra,2,2,10.0 sqm,Ghana cedis,850,Thomas Rentals ,14 Jun  6:26 am,Apartment,Wall n gated house  newly build  just 2building on the compound  floor tiles every where kitchen cabinet no water problem  Self miter.
executive single room self at Dansoman,Dansoman akoko foto.,Dansoman,Accra,1,1,10.0 sqm,Ghana cedis,250,Thomas Rentals ,14 Jun  6:24 am,Apartment,Wall n gated   floor tiles every where  kitchen cabinet no water problem.
executive 2bed apartment at Mataheko.,Mataheko,Mataheko,Accra,2,2,10.0 sqm,Ghana cedis,720,Thomas Rentals ,14 Jun  5:48 am,Apartment,Wall n gated   newly build  floor tiles every where kitchen cabinet  no water problem.2years advance.
Single room self contain Lashibi,Lashibi community 16,Spintex,Accra,1,1,14.0 sqm,Ghana cedis,350,Smart Properties ,13 Jun  9:13 am,Apartment,A big single room self contain for rent at Lashibi community 16
Two bedroom Apartment@Nunkwa,malece,Spintex,Accra,1,2,15.0 sqm,Ghana cedis,750,Franco Housing Properties ,10 Jul  3:16 pm,Apartment,This is Apartment around malece Exec tow bed location malece
2 bedrooms apartment Weija,SCC Junction  around the West Hills Mall,New Weija,Accra,2,2,100.0 sqm,Ghana cedis,700,KK Solution Limited ,14 Jun  1:20 am,Apartment,An executive brand new two bedrooms apartment for rent at Scc Junction  close to the West Hills Mall  it's freshly built all rooms are ensuit P.O.P ceiling wardrobes fully air conditions plus ceiling fans in all rooms  it's on a tarred roadside nice and secured environment fitted kitchen with cabinet and a store room P.O.P ceiling big hall and a dinning area  rent advance is either one year or two years price is fixed and is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency
Nice 2bedself/con botwe aviation road,madina may3hot,Madina,Accra,2,1,100.0 sqm,Ghana cedis,500,Franko Properties ,13 Jun 10:08 pm,Apartment,A nice 2 bedroom  apartment at madina   aviation  road at may3hot ..very cool comes wit self meter close to the road side.. call for viewing
chamber/Hall self contained Botwe,Botwe,Other,Accra,1,1,100.0 sqm,Ghana cedis,500,Franko Properties ,13 Jun  9:04 pm,Apartment,A newly built  Chamber and hall self contain with a large compound for car park.. self meter water flows good security  area ..Cal for viewing
2 bedroom apartment for rent @ osu,,Osu,Accra,2,2,1.0 sqm,Ghana cedis,12930,N & G Property Services Limited ,14 Jun 10:47 am,Apartment,Reference n0 : APA 14 Affordable 2 bedroom apartment for rent @ Osu. we have rooms available now. This apartment is fully furnished at a very good price. Price in USD : 3000
3 bedroom apartment to let in east legon,East Legon,Teshie New Town,Accra,2,2,300.0 sqm,Ghana cedis,2000,J Complex Limited ,10 Jul  4:36 pm,Apartment,A 3 bedroom apartment in east legon available for rent.  It comes with 2 wash rooms  A C in the master bedroom and the hall  neat kitchen  very big compound with 24/7 security  constant flow of water. Book your viewing today feel free to call j complex limited because we have a lot of similar properties around. Owners and Agents  let us rent or sell your properties for you faster viewing today feel free to call becau­se we have a lot of simil­ar prope­rties aroun­d
2 bedroom s/c to let Dzorwulu,Dzorwulu,Teshie New Town,Accra,2,2,300.0 sqm,Ghana cedis,1500,J Complex Limited ,10 Jul  4:36 pm,Apartment,This a nice 2 bedroom self contain apartment in a clean serene of Dzorwulu.  It has big hall with floor tiled  fitted kitchen with cabinet   constant water runs  Book your viewing today feel free to call j complex limited because we have a lot of similar properties around. Owners and Agents  let us rent or sell your properties for you faster viewing today feel free to call because we have a lot of similar properties around
single room self contain Tsui bleoo,tsui bleoo last stop,Teshie New Town,Accra,1,1,14.0 sqft,Ghana cedis,250,Tert Khay Properties ,13 Jun  3:57 pm,Apartment,Single room self contain at Teshie tsui bleoo last stop is a compound house it comes with toilet bath kitchen and porch
2 bedroom s/c to let East Lagon,East Lagon,East Legon,Accra,2,2,300.0 sqm,Ghana cedis,1500,J Complex Limited ,10 Jul  4:36 pm,Apartment,This a nice 2 bedroom self contain to let in East Lagon wall with gate .  It has a big hall   fitted kitchen with cabinet  spacious bedrooms  constant water flow  compound is nicely paved with space for car park fence with gate. Book your viewing today feel free to call j complex limited because we have a lot of similar properties around. Owners and Agents  let us rent or sell your properties for you faster viewing today feel free to call because we have a lot of similar properties around
2 bedroom apartment at Madina,,Madina,Accra,2,2,1 215.0 sqm,Ghana cedis,1200,joseph okoso VERIFIED, 5 Jul  2:14 pm,Apartment,Hot cake ????? ?Executive  2 master bed  room apartment for rent at Madina.  and its comes with hall  and dining  kitchen.fan.water  electricity available .24/7 security   sevices .wall and  gated .genarator.  very neat.  one or two years  payment plan .Company's / banks / business men  / govement  workers./ should contact little rock property consult. for more information .
3 Furnished apartments at Airport,Airport close to Villagio,Airport,Accra,3,3,100.0 sqm,Ghana cedis,10000,LOVERIDGE PROPERTIES & CONSULT VERIFIED,13 Jun  3:45 pm,Apartment,FULLY FURNISHED APARTMENT FOR RENT AT AIRPORT Available for rent is this plush and elegant  fully furnished bedroom apartments within a quiet and serene ambiance at Airport close to Villagio This neatly built fully furnished apartments have a large living area  neatly tiled and the rooms comes with airconditoners and built-in wardrobes. The kitchen is fully and neatly fitted and comes with a cooker and other kitchen accessories. It also has balconies. The compound is very spacious and has a maximum space for parking cars. There is constant supply of power and electricity. Prices are as follows: 3 bed furnished - $2500 2 bed furnished- $2000 Studio                 -$1000 All prices vary in terms of the rental periods and are subject to negotiations. A fantastic rate for a house in one of Accra’s most sought after areas. Available for shortlets Please contact Loveridgeproperties & Consult for details and to arrange a viewing
Spacious 2 bedroom apartment At UPSA,UPSA ATTRACO,East Legon,Accra,2,3,100.0 sqm,Ghana cedis,1000,Franko Properties ,13 Jun  3:05 pm,Apartment,A good looking spacious 2bedroom apartment at UPSA  close to Attraco close to the road side  4 on a compound large compound for car park..3 washrooms..comes with 24/7 water supply. .gated with paved grounds call for viewing
